+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,REB,STL,TO,date,game_id,starter,team,Position
,,,,,,,DNP-COACH'S DECISION,A.  Morrow,,,,,,,"November 2, 2012",400277738,0,Hawks,SG
,,,,,,,DNP-COACH'S DECISION,J.  Jenkins,,,,,,,"November 2, 2012",400277738,0,Hawks,SG
+9,0-0,3,1,6,11-19,1-2,33,A.  Horford,6,4,23,12,1,0,"November 4, 2012",400277760,1,Hawks,PF
-1,2-4,0,0,2,2-6,0-0,23,A.  Tolliver,1,1,6,3,0,1,"November 4, 2012",400277760,1,Hawks,PF
-3,0-0,5,0,1,7-12,2-2,26,J.  Teague,2,0,16,3,3,3,"November 4, 2012",400277760,1,Hawks,PG
+4,2-7,0,0,4,3-9,0-0,34,D.  Stevenson,1,1,8,5,0,0,"November 4, 2012",400277760,1,Hawks,SG
+1,1-5,1,0,4,1-5,1-3,20,K.  Korver,0,3,4,4,1,0,"November 4, 2012",400277760,1,Hawks,SG
+5,0-1,0,0,4,5-6,0-2,12,I.  Johnson,0,2,10,4,1,2,"November 4, 2012",400277760,0,Hawks,PF
+5,0-0,6,0,4,3-5,0-0,28,Z.  Pachulia,2,5,6,6,1,2,"November 4, 2012",400277760,0,Hawks,C
+14,1-1,1,0,0,2-5,2-2,23,D.  Harris,0,3,7,0,0,0,"November 4, 2012",400277760,0,Hawks,PG
+5,1-1,0,0,1,2-2,0-0,14,A.  Morrow,0,1,5,1,3,0,"November 4, 2012",400277760,0,Hawks,SG
+6,1-6,4,0,0,5-14,8-9,28,L.  Williams,0,0,19,0,2,2,"November 4, 2012",400277760,0,Hawks,SG
,,,,,,,DNP-COACH'S DECISION,M.  Scott,,,,,,,"November 4, 2012",400277760,0,Hawks,PF
,,,,,,,DNP-RIGHT ANKLE INJURY,J.  Smith,,,,,,,"November 4, 2012",400277760,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,J.  Jenkins,,,,,,,"November 4, 2012",400277760,0,Hawks,SG
-4,0-1,0,3,3,6-9,2-2,37,S.  Ibaka,2,3,14,5,0,1,"November 4, 2012",400277760,1,Thunder,PF
-9,0-0,5,1,4,2-3,0-0,25,T.  Sefolosha,2,2,4,6,0,0,"November 4, 2012",400277760,1,Thunder,SF
-8,1-4,8,2,11,7-17,7-8,42,K.  Durant,1,3,22,12,3,6,"November 4, 2012",400277760,1,Thunder,SF
-3,0-0,1,1,5,3-5,3-4,30,K.  Perkins,0,3,9,5,0,2,"November 4, 2012",400277760,1,Thunder,C
-5,2-6,9,0,4,5-18,2-2,36,R.  Westbrook,1,4,14,5,0,3,"November 4, 2012",400277760,1,Thunder,PG
-6,0-0,1,1,2,2-3,0-0,18,N.  Collison,0,2,4,2,0,3,"November 4, 2012",400277760,0,Thunder,F
-4,0-0,0,1,0,0-0,0-0,6,H.  Thabeet,1,2,0,1,0,0,"November 4, 2012",400277760,0,Thunder,C
-4,0-2,3,0,0,0-4,0-0,12,E.  Maynor,0,0,0,0,0,1,"November 4, 2012",400277760,0,Thunder,PG
+1,0-1,0,0,0,0-1,0-0,5,R.  Jackson,0,0,0,0,0,0,"November 4, 2012",400277760,0,Thunder,PG
-3,6-8,0,0,1,8-11,6-6,30,K.  Martin,0,2,28,1,1,4,"November 4, 2012",400277760,0,Thunder,SG
,,,,,,,DNP-COACH'S DECISION,P.  Jones,,,,,,,"November 4, 2012",400277760,0,Thunder,SF
,,,,,,,DNP-COACH'S DECISION,D.  Liggins,,,,,,,"November 4, 2012",400277760,0,Thunder,SG
,,,,,,,DNP-COACH'S DECISION,J.  Lamb,,,,,,,"November 4, 2012",400277760,0,Thunder,SG
+1,0-1,2,1,3,9-18,2-2,36,D.  West,3,4,20,6,0,1,"November 7, 2012",400277775,1,Pacers,PF
-1,0-1,1,0,2,1-3,0-0,11,S.  Young,0,1,2,2,0,2,"November 7, 2012",400277775,1,Pacers,SF
+5,2-7,2,1,6,5-13,1-1,39,P.  George,1,1,13,7,4,3,"November 7, 2012",400277775,1,Pacers,SF
+12,0-0,3,2,4,4-12,1-1,37,R.  Hibbert,3,2,9,7,0,1,"November 7, 2012",400277775,1,Pacers,C
+8,4-7,5,1,3,7-12,2-2,38,G.  Hill,0,1,20,3,4,2,"November 7, 2012",400277775,1,Pacers,PG
-6,0-0,1,0,3,2-4,0-0,15,T.  Hansbrough,0,1,4,3,1,2,"November 7, 2012",400277775,0,Pacers,PF
-13,0-0,0,0,0,2-3,0-1,8,I.  Mahinmi,2,1,4,2,0,1,"November 7, 2012",400277775,0,Pacers,C
-11,0-2,1,0,1,0-2,0-0,10,D.J. ,0,0,0,1,0,0,"November 7, 2012",400277775,0,Pacers,PG
-3,1-4,3,0,5,3-10,2-2,28,L.  Stephenson,0,2,9,5,1,1,"November 7, 2012",400277775,0,Pacers,SG
-7,1-4,0,2,3,2-8,0-0,18,G.  Green,2,1,5,5,0,2,"November 7, 2012",400277775,0,Pacers,SG
,,,,,,,DNP-COACH'S DECISION,M.  Plumlee,,,,,,,"November 7, 2012",400277775,0,Pacers,C
,,,,,,,DNP-COACH'S DECISION,B.  Hansbrough,,,,,,,"November 7, 2012",400277775,0,Pacers,PG
,,,,,,,DNP-COACH'S DECISION,O.  Johnson,,,,,,,"November 7, 2012",400277775,0,Pacers,SG
+4,0-1,7,0,2,5-12,1-5,35,J.  Smith,3,3,11,5,1,1,"November 7, 2012",400277775,1,Hawks,PF
-5,0-0,1,3,8,7-12,2-3,33,A.  Horford,1,1,16,9,0,2,"November 7, 2012",400277775,1,Hawks,PF
-5,0-0,1,0,8,3-5,0-0,34,Z.  Pachulia,6,1,6,14,1,3,"November 7, 2012",400277775,1,Hawks,C
+9,1-3,6,0,5,7-15,0-0,32,J.  Teague,1,1,15,6,3,2,"November 7, 2012",400277775,1,Hawks,PG
+3,3-9,1,0,4,5-13,0-0,31,K.  Korver,1,1,13,5,0,2,"November 7, 2012",400277775,1,Hawks,SG
-1,0-1,1,0,1,1-7,0-0,14,A.  Tolliver,1,1,2,2,2,0,"November 7, 2012",400277775,0,Hawks,PF
+11,0-0,0,0,1,2-4,1-1,9,I.  Johnson,2,3,5,3,0,1,"November 7, 2012",400277775,0,Hawks,PF
-3,0-1,3,0,1,2-6,0-0,15,D.  Harris,0,4,4,1,0,4,"November 7, 2012",400277775,0,Hawks,PG
+0,2-2,1,0,2,2-2,2-3,17,D.  Stevenson,1,0,8,3,1,0,"November 7, 2012",400277775,0,Hawks,SG
+2,1-5,3,0,2,4-11,0-0,21,L.  Williams,1,0,9,3,0,2,"November 7, 2012",400277775,0,Hawks,SG
,,,,,,,DNP-COACH'S DECISION,M.  Scott,,,,,,,"November 7, 2012",400277775,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,A.  Morrow,,,,,,,"November 7, 2012",400277775,0,Hawks,SG
,,,,,,,DNP-COACH'S DECISION,J.  Jenkins,,,,,,,"November 7, 2012",400277775,0,Hawks,SG
+7,0-2,2,1,2,7-13,10-10,38,C.  Bosh,3,2,24,5,3,2,"November 9, 2012",400277792,1,Heat,PF
+5,0-2,0,1,0,1-4,0-0,20,S.  Battier,0,4,2,0,1,1,"November 9, 2012",400277792,1,Heat,SF
+0,0-2,9,0,9,10-17,1-3,36,L.  James,2,2,21,11,1,2,"November 9, 2012",400277792,1,Heat,SF
+0,2-4,3,0,1,5-10,0-0,27,M.  Chalmers,0,2,12,1,1,0,"November 9, 2012",400277792,1,Heat,PG
+4,1-4,2,0,4,1-4,1-1,31,M.  Miller,2,2,4,6,0,1,"November 9, 2012",400277792,1,Heat,SG
+4,0-0,0,0,9,1-3,0-0,24,U.  Haslem,1,1,2,10,0,2,"November 9, 2012",400277792,0,Heat,PF
+6,1-1,1,0,0,3-6,0-0,21,R.  Lewis,0,4,7,0,1,4,"November 9, 2012",400277792,0,Heat,PF
+2,0-2,4,0,2,3-7,0-0,20,N.  Cole,0,1,6,2,1,0,"November 9, 2012",400277792,0,Heat,PG
+2,3-5,1,0,1,6-12,2-2,24,R.  Allen,0,4,17,1,0,2,"November 9, 2012",400277792,0,Heat,SG
,,,,,,,DNP-COACH'S DECISION,J.  Anthony,,,,,,,"November 9, 2012",400277792,0,Heat,PF
,,,,,,,DNP-COACH'S DECISION,J.  Harrellson,,,,,,,"November 9, 2012",400277792,0,Heat,C
,,,,,,,DNP-COACH'S DECISION,T.  Harris,,,,,,,"November 9, 2012",400277792,0,Heat,SG
,,,,,,,DNP-COACH'S DECISION,J.  Jones,,,,,,,"November 9, 2012",400277792,0,Heat,SG
-3,0-2,0,2,5,6-19,1-5,36,J.  Smith,3,2,13,8,2,3,"November 9, 2012",400277792,1,Hawks,PF
-12,0-0,2,2,6,5-9,0-0,35,A.  Horford,1,1,10,7,0,0,"November 9, 2012",400277792,1,Hawks,PF
+3,2-2,11,1,3,7-8,4-4,27,J.  Teague,0,2,20,3,0,2,"November 9, 2012",400277792,1,Hawks,PG
+3,1-5,0,0,1,1-7,0-0,24,D.  Stevenson,0,0,3,1,0,0,"November 9, 2012",400277792,1,Hawks,SG
-1,3-7,0,0,1,4-10,0-0,30,K.  Korver,1,5,11,2,1,1,"November 9, 2012",400277792,1,Hawks,SG
+0,0-0,0,0,1,1-2,0-0,5,I.  Johnson,1,0,2,2,0,0,"November 9, 2012",400277792,0,Hawks,PF
-2,1-2,0,0,3,2-3,0-0,14,A.  Tolliver,0,1,5,3,1,2,"November 9, 2012",400277792,0,Hawks,PF
-4,0-1,1,0,4,1-3,0-0,14,Z.  Pachulia,0,2,2,4,0,1,"November 9, 2012",400277792,0,Hawks,C
-10,0-1,3,0,2,1-3,2-2,20,D.  Harris,0,1,4,2,0,2,"November 9, 2012",400277792,0,Hawks,PG
+5,2-2,0,0,0,6-11,3-3,15,A.  Morrow,1,2,17,1,0,0,"November 9, 2012",400277792,0,Hawks,SG
-9,0-3,3,0,3,0-6,2-2,19,L.  Williams,0,0,2,3,0,2,"November 9, 2012",400277792,0,Hawks,SG
,,,,,,,DNP-COACH'S DECISION,M.  Scott,,,,,,,"November 9, 2012",400277792,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,J.  Jenkins,,,,,,,"November 9, 2012",400277792,0,Hawks,SG
+19,1-3,4,3,5,6-14,0-4,35,J.  Smith,1,5,13,6,1,5,"November 11, 2012",400277811,1,Hawks,PF
+19,0-0,2,0,6,5-10,1-2,36,A.  Horford,3,0,11,9,0,1,"November 11, 2012",400277811,1,Hawks,PF
+19,0-1,0,1,5,2-5,1-2,30,Z.  Pachulia,1,2,5,6,0,4,"November 11, 2012",400277811,1,Hawks,C
-18,2-4,6,0,0,3-8,0-0,27,J.  Teague,1,1,8,1,0,4,"November 11, 2012",400277811,1,Hawks,PG
+19,2-6,2,2,5,2-6,1-1,30,K.  Korver,0,0,7,5,1,1,"November 11, 2012",400277811,1,Hawks,SG
+19,0-1,0,0,2,3-6,2-3,16,A.  Tolliver,1,0,8,3,0,0,"November 11, 2012",400277811,0,Hawks,PF
+19,0-0,1,1,2,1-1,0-0,14,I.  Johnson,1,3,2,3,0,2,"November 11, 2012",400277811,0,Hawks,PF
-18,0-0,0,0,0,0-2,0-0,4,M.  Scott,1,0,0,1,0,1,"November 11, 2012",400277811,0,Hawks,PF
+19,1-5,3,2,4,2-7,0-2,25,D.  Harris,0,1,5,4,0,2,"November 11, 2012",400277811,0,Hawks,PG
-18,0-0,0,0,1,2-4,2-2,4,J.  Jenkins,1,0,6,2,0,0,"November 11, 2012",400277811,0,Hawks,SG
+19,3-5,2,0,1,4-9,0-0,19,L.  Williams,0,0,11,1,1,2,"November 11, 2012",400277811,0,Hawks,SG
,,,,,,,DNP-COACH'S DECISION,A.  Morrow,,,,,,,"November 11, 2012",400277811,0,Hawks,SG
,,,,,,,DNP-COACH'S DECISION,D.  Stevenson,,,,,,,"November 11, 2012",400277811,0,Hawks,SG
-18,0-0,4,0,5,7-11,2-2,30,B.  Griffin,1,1,16,6,1,3,"November 11, 2012",400277811,1,Clippers,PF
+19,2-4,0,2,6,5-13,1-1,26,C.  Butler,0,2,13,6,0,1,"November 11, 2012",400277811,1,Clippers,SF
-18,0-0,0,0,3,3-6,2-2,24,D.  Jordan,2,3,8,5,2,0,"November 11, 2012",400277811,1,Clippers,C
+19,1-3,8,0,2,7-12,0-0,31,C.  Paul,0,2,15,2,1,1,"November 11, 2012",400277811,1,Clippers,PG
+19,0-2,2,0,0,1-5,0-0,17,W.  Green,0,2,2,0,0,1,"November 11, 2012",400277811,1,Clippers,SG
+19,0-1,1,1,1,0-2,0-0,11,L.  Odom,0,0,0,1,0,0,"November 11, 2012",400277811,0,Clippers,PF
+19,0-1,1,0,4,5-8,0-0,22,M.  Barnes,3,1,10,7,2,0,"November 11, 2012",400277811,0,Clippers,SF
+19,0-0,2,2,5,0-0,0-0,15,R.  Turiaf,0,1,0,5,0,1,"November 11, 2012",400277811,0,Clippers,C
+19,0-0,0,0,2,1-1,0-0,16,R.  Hollins,0,5,2,2,1,1,"November 11, 2012",400277811,0,Clippers,C
-18,1-1,1,1,0,4-10,3-3,19,E.  Bledsoe,2,5,12,2,2,4,"November 11, 2012",400277811,0,Clippers,PG
+19,1-3,2,0,2,5-14,0-0,29,J.  Crawford,0,0,11,2,3,1,"November 11, 2012",400277811,0,Clippers,SG
+18,0-0,3,1,11,9-22,1-1,28,J.  Smith,0,5,19,11,1,2,"November 12, 2012",400277822,1,Hawks,PF
+17,0-0,4,0,8,6-10,3-4,31,A.  Horford,2,4,15,10,0,4,"November 12, 2012",400277822,1,Hawks,PF
+13,0-1,8,0,2,4-11,5-6,34,J.  Teague,0,0,13,2,3,3,"November 12, 2012",400277822,1,Hawks,PG
+3,2-4,0,0,2,2-4,0-0,38,D.  Stevenson,0,0,6,2,2,1,"November 12, 2012",400277822,1,Hawks,SG
+12,4-6,2,0,3,5-8,2-2,31,K.  Korver,0,4,16,3,2,2,"November 12, 2012",400277822,1,Hawks,SG
-3,0-0,0,0,1,0-0,0-0,5,I.  Johnson,0,1,0,1,0,0,"November 12, 2012",400277822,0,Hawks,PF
-4,0-2,0,0,1,1-3,2-2,10,A.  Tolliver,0,1,4,1,1,3,"November 12, 2012",400277822,0,Hawks,PF
-14,0-0,0,2,6,1-6,0-0,23,Z.  Pachulia,3,2,2,9,0,0,"November 12, 2012",400277822,0,Hawks,C
-2,0-0,2,0,1,2-3,0-1,9,D.  Harris,0,1,4,1,0,0,"November 12, 2012",400277822,0,Hawks,PG
+4,1-2,0,1,0,2-5,0-0,13,A.  Morrow,0,3,5,0,1,0,"November 12, 2012",400277822,0,Hawks,SG
-4,0-3,1,0,0,3-7,5-6,18,L.  Williams,1,1,11,1,4,1,"November 12, 2012",400277822,0,Hawks,SG
,,,,,,,DNP-COACH'S DECISION,M.  Scott,,,,,,,"November 12, 2012",400277822,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,J.  Jenkins,,,,,,,"November 12, 2012",400277822,0,Hawks,SG
-4,0-0,8,0,4,4-13,6-9,36,L.  Aldridge,2,5,14,6,2,5,"November 12, 2012",400277822,1,Trail Blazers,PF
-4,0-0,0,1,11,8-14,3-5,33,J.  Hickson,7,1,19,18,2,3,"November 12, 2012",400277822,1,Trail Blazers,C
-20,2-7,2,1,2,5-18,0-0,39,D.  Lillard,1,3,12,3,2,4,"November 12, 2012",400277822,1,Trail Blazers,PG
-6,3-8,1,0,5,8-17,0-0,40,N.  Batum,2,2,19,7,1,4,"November 12, 2012",400277822,1,Trail Blazers,SG
+0,1-6,1,0,3,3-9,10-10,38,W.  Matthews,1,2,17,4,3,1,"November 12, 2012",400277822,1,Trail Blazers,SG
-2,0-0,0,0,1,0-0,0-0,3,W.  Barton,0,0,0,1,0,1,"November 12, 2012",400277822,0,Trail Blazers,SF
-2,0-1,0,2,1,1-4,2-2,15,M.  Leonard,1,2,4,2,1,1,"November 12, 2012",400277822,0,Trail Blazers,C
-4,0-0,1,1,0,0-5,0-0,12,J.  Freeland,1,0,0,1,0,0,"November 12, 2012",400277822,0,Trail Blazers,C
+5,0-1,2,0,3,1-3,0-0,18,R.  Price,1,4,2,4,1,1,"November 12, 2012",400277822,0,Trail Blazers,PG
-3,0-0,0,1,1,0-0,0-0,6,S.  Pavlovic,0,0,0,1,1,0,"November 12, 2012",400277822,0,Trail Blazers,SG
,,,,,,,DNP-COACH'S DECISION,J.  Jeffries,,,,,,,"November 12, 2012",400277822,0,Trail Blazers,PF
,,,,,,,DNP-COACH'S DECISION,L.  Babbitt,,,,,,,"November 12, 2012",400277822,0,Trail Blazers,SF
,,,,,,,DNP-COACH'S DECISION,N.  Smith,,,,,,,"November 12, 2012",400277822,0,Trail Blazers,PG
+7,0-0,4,2,9,6-16,4-4,41,J.  Smith,1,2,16,10,3,3,"November 14, 2012",400277838,1,Hawks,PF
-1,0-0,1,1,1,2-4,0-0,24,Z.  Pachulia,1,2,4,2,4,1,"November 14, 2012",400277838,1,Hawks,C
+2,1-2,4,0,4,4-12,0-0,27,J.  Teague,0,1,9,4,0,2,"November 14, 2012",400277838,1,Hawks,PG
+1,1-6,3,1,2,3-9,0-0,31,D.  Stevenson,0,1,7,2,0,1,"November 14, 2012",400277838,1,Hawks,SG
+6,2-3,3,0,3,5-6,2-2,38,K.  Korver,0,2,14,3,1,0,"November 14, 2012",400277838,1,Hawks,SG
+0,0-0,0,0,1,7-8,1-4,22,I.  Johnson,3,5,15,4,2,2,"November 14, 2012",400277838,0,Hawks,PF
-5,0-0,0,0,0,1-1,0-0,4,M.  Scott,0,1,2,0,0,0,"November 14, 2012",400277838,0,Hawks,PF
-8,0-2,0,0,1,0-3,0-0,12,A.  Tolliver,0,2,0,1,0,0,"November 14, 2012",400277838,0,Hawks,PF
-5,0-0,0,0,0,0-0,0-0,5,J.  Petro,0,1,0,0,0,1,"November 14, 2012",400277838,0,Hawks,C
-4,3-8,6,0,3,5-14,5-7,25,L.  Williams,0,1,18,3,1,2,"November 14, 2012",400277838,0,Hawks,SG
-13,0-2,0,0,0,1-5,1-1,12,A.  Morrow,0,0,3,0,0,0,"November 14, 2012",400277838,0,Hawks,SG
,,,,,,,DNP-ILLNESS,A.  Horford,,,,,,,"November 14, 2012",400277838,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,J.  Jenkins,,,,,,,"November 14, 2012",400277838,0,Hawks,SG
-1,0-1,5,0,6,8-17,2-3,37,D.  Lee,4,3,18,10,0,5,"November 14, 2012",400277838,1,Warriors,PF
-5,1-2,1,0,10,6-11,6-8,40,H.  Barnes,3,2,19,13,1,3,"November 14, 2012",400277838,1,Warriors,SF
-1,0-0,1,0,1,1-2,0-0,18,F.  Ezeli,1,0,2,2,0,1,"November 14, 2012",400277838,1,Warriors,C
+1,0-5,7,0,1,4-12,4-4,33,S.  Curry,0,3,12,1,3,4,"November 14, 2012",400277838,1,Warriors,PG
-1,1-5,4,0,1,2-11,2-2,35,K.  Thompson,0,2,7,1,0,3,"November 14, 2012",400277838,1,Warriors,SG
+2,1-2,0,1,0,2-3,0-0,10,D.  Green,1,0,5,1,0,0,"November 14, 2012",400277838,0,Warriors,PF
+6,0-0,1,0,4,3-6,4-4,23,C.  Landry,1,5,10,5,1,3,"November 14, 2012",400277838,0,Warriors,PF
+5,1-2,3,0,2,4-6,1-1,12,R.  Jefferson,0,2,10,2,0,1,"November 14, 2012",400277838,0,Warriors,SF
+11,0-0,0,0,4,0-0,0-0,16,A.  Biedrins,0,3,0,4,1,2,"November 14, 2012",400277838,0,Warriors,C
-3,0-0,0,0,1,0-0,0-0,0,C.  Jenkins,0,0,0,1,0,0,"November 14, 2012",400277838,0,Warriors,PG
+6,1-1,1,0,4,3-3,2-3,17,J.  Jack,0,2,9,4,1,1,"November 14, 2012",400277838,0,Warriors,PG
,,,,,,,DNP-COACH'S DECISION,J.  Tyler,,,,,,,"November 14, 2012",400277838,0,Warriors,C
,,,,,,,DNP-COACH'S DECISION,K.  Bazemore,,,,,,,"November 14, 2012",400277838,0,Warriors,SG
+25,1-3,6,3,5,9-17,0-0,40,J.  Smith,3,2,19,8,0,5,"November 16, 2012",400277848,1,Hawks,PF
+10,0-0,1,0,7,8-19,4-6,44,A.  Horford,3,2,20,10,1,2,"November 16, 2012",400277848,1,Hawks,PF
+24,0-0,4,0,3,2-5,3-6,34,Z.  Pachulia,4,3,7,7,1,2,"November 16, 2012",400277848,1,Hawks,C
+3,0-2,3,2,2,7-10,1-1,19,J.  Teague,0,1,15,2,1,5,"November 16, 2012",400277848,1,Hawks,PG
+10,5-5,3,0,7,7-9,3-3,37,K.  Korver,0,1,22,7,1,0,"November 16, 2012",400277848,1,Hawks,SG
-2,0-0,1,0,2,3-4,0-0,17,I.  Johnson,0,1,6,2,2,0,"November 16, 2012",400277848,0,Hawks,PF
+0,0-0,0,0,0,0-0,0-0,1,M.  Scott,0,0,0,0,0,0,"November 16, 2012",400277848,0,Hawks,PF
+0,0-0,1,0,0,0-2,0-0,13,D.  Harris,0,1,0,0,0,1,"November 16, 2012",400277848,0,Hawks,PG
-3,0-0,0,0,1,1-1,0-0,5,A.  Morrow,0,1,2,1,0,0,"November 16, 2012",400277848,0,Hawks,SG
+0,0-0,0,0,1,0-1,0-0,1,J.  Jenkins,0,0,0,1,0,0,"November 16, 2012",400277848,0,Hawks,SG
+13,2-5,5,0,4,5-8,9-11,29,L.  Williams,0,2,21,4,2,0,"November 16, 2012",400277848,0,Hawks,SG
,,,,,,,DNP-COACH'S DECISION,A.  Tolliver,,,,,,,"November 16, 2012",400277848,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,J.  Petro,,,,,,,"November 16, 2012",400277848,0,Hawks,C
-13,0-0,0,0,6,8-12,3-5,33,J.  Thompson,4,3,19,10,0,2,"November 16, 2012",400277848,1,Kings,PF
-15,0-1,1,0,0,1-7,0-0,17,J.  Johnson,0,2,2,0,2,1,"November 16, 2012",400277848,1,Kings,PF
-19,0-0,7,0,12,4-15,1-1,36,D.  Cousins,4,3,9,16,2,2,"November 16, 2012",400277848,1,Kings,C
-18,1-4,5,0,1,1-6,0-0,19,I.  Thomas,0,2,3,1,1,0,"November 16, 2012",400277848,1,Kings,PG
-25,1-2,1,0,0,5-11,3-4,27,T.  Evans,0,1,14,0,1,2,"November 16, 2012",400277848,1,Kings,SG
-2,0-0,2,0,2,2-3,0-0,16,T.  Robinson,0,4,4,2,1,0,"November 16, 2012",400277848,0,Kings,PF
+3,0-0,1,0,2,2-2,0-0,7,C.  Hayes,0,0,4,2,0,1,"November 16, 2012",400277848,0,Kings,PF
+3,1-2,4,0,2,4-6,0-0,26,J.  Salmons,0,2,9,2,2,1,"November 16, 2012",400277848,0,Kings,SF
-1,0-2,0,0,0,0-3,2-2,7,J.  Fredette,0,1,2,0,0,0,"November 16, 2012",400277848,0,Kings,PG
+8,3-4,4,0,1,5-7,0-0,22,A.  Brooks,0,2,13,1,0,1,"November 16, 2012",400277848,0,Kings,PG
-1,2-5,0,0,1,7-13,1-2,30,M.  Thornton,2,2,17,3,2,4,"November 16, 2012",400277848,0,Kings,SG
,,,,,,,DNP-COACH'S DECISION,T.  Outlaw,,,,,,,"November 16, 2012",400277848,0,Kings,SF
,,,,,,,DNP-COACH'S DECISION,F.  Garcia,,,,,,,"November 16, 2012",400277848,0,Kings,SG
-17,0-0,1,0,5,5-13,1-3,24,G.  Davis,2,3,11,7,2,2,"November 19, 2012",400277869,1,Magic,PF
-19,0-0,2,1,10,2-4,1-2,26,N.  Vucevic,3,1,5,13,1,1,"November 19, 2012",400277869,1,Magic,C
-16,2-6,1,0,3,3-8,0-0,28,J.  Nelson,0,2,8,3,1,1,"November 19, 2012",400277869,1,Magic,PG
-24,0-1,1,0,1,1-7,0-0,18,J.  Redick,0,3,2,1,0,3,"November 19, 2012",400277869,1,Magic,SG
-17,0-1,2,0,3,3-10,0-0,26,A.  Afflalo,1,0,6,4,0,3,"November 19, 2012",400277869,1,Magic,SG
+16,0-0,0,0,2,1-3,2-2,12,G.  Ayon,0,3,4,2,0,1,"November 19, 2012",400277869,0,Magic,PF
-13,0-0,1,1,4,2-5,0-0,13,A.  Nicholson,0,2,4,4,0,1,"November 19, 2012",400277869,0,Magic,PF
+6,0-0,1,0,2,3-4,2-2,11,J.  McRoberts,1,0,8,3,0,0,"November 19, 2012",400277869,0,Magic,PF
+12,0-0,2,0,6,4-5,0-3,19,M.  Harkless,2,0,8,8,0,0,"November 19, 2012",400277869,0,Magic,SF
+13,0-0,0,0,2,2-8,0-0,12,D.  Jones,0,0,4,2,0,0,"November 19, 2012",400277869,0,Magic,SF
